split,system,query_id,latency_ms
test,hybrid,21101,583.908
test,bm25,21106,8.727
test,dense,21106,68.373
test,hybrid,21106,312.059
test,bm25,21187,12.868
test,dense,21187,40.823
test,hybrid,21187,535.996
test,bm25,212,30.962
test,dense,212,48.622
test,hybrid,212,643.284
test,bm25,2120,42.630
test,dense,2120,52.410
test,hybrid,2120,438.350
test,bm25,21214,9.845
test,dense,21214,39.714
test,hybrid,21214,485.453
test,bm25,21220,10.735
test,dense,21220,38.597
test,hybrid,21220,608.237
test,bm25,21222,33.637
test,dense,21222,42.967
test,hybrid,21222,370.289
test,bm25,21236,5.892
test,dense,21236,36.999
test,hybrid,21236,285.916
test,bm25,21305,33.448
test,dense,21305,43.443
test,hybrid,21305,522.793
test,bm25,21314,19.759
test,dense,21314,41.935
test,hybrid,21314,294.294
test,bm25,21393,42.713
test,dense,21393,39.688
test,hybrid,21393,427.408
test,bm25,21394,200.194
test,dense,21394,213.276
test,hybrid,21394,630.657
test,bm25,21421,22.340
test,dense,21421,51.143
test,hybrid,21421,405.427
test,bm25,21481,38.858
test,dense,21481,41.007
test,hybrid,21481,561.651
test,bm25,21482,39.136
test,dense,21482,45.457
test,hybrid,21482,486.697
test,bm25,21491,20.249
test,dense,21491,39.829
test,hybrid,21491,448.131
test,bm25,21495,7.862
test,dense,21495,40.988
test,hybrid,21495,278.932
test,bm25,21579,17.708
test,dense,21579,45.442
test,hybrid,21579,488.030
test,bm25,2158,44.693
test,dense,2158,44.706
test,hybrid,2158,528.303
test,bm25,21580,26.390
test,dense,21580,41.357
test,hybrid,21580,697.107
test,bm25,21589,10.298
test,dense,21589,51.122
test,hybrid,21589,539.796
test,bm25,21610,7.162
test,dense,21610,42.695
test,hybrid,21610,414.589
test,bm25,2164,20.580
test,dense,2164,37.548
test,hybrid,2164,526.454
test,bm25,21645,38.605
test,dense,21645,48.652
test,hybrid,21645,584.891
test,bm25,21652,6.574
test,dense,21652,70.389
test,hybrid,21652,563.034
test,bm25,21660,29.443
test,dense,21660,43.721
test,hybrid,21660,399.530
test,bm25,21661,40.460
test,dense,21661,42.622
test,hybrid,21661,528.285
test,bm25,2173,16.503
test,dense,2173,38.314
test,hybrid,2173,466.436
test,bm25,21795,33.525
test,dense,21795,229.242
test,hybrid,21795,503.292
test,bm25,21846,11.710
test,dense,21846,80.329
test,hybrid,21846,712.915
test,bm25,21849,7.453
test,dense,21849,78.517
test,hybrid,21849,576.219
test,bm25,21858,10.228
test,dense,21858,79.705
test,hybrid,21858,528.055
test,bm25,21859,26.306
test,dense,21859,39.291
test,hybrid,21859,461.964
test,bm25,21860,11.588
test,dense,21860,44.804
test,hybrid,21860,673.496
test,bm25,21862,27.746
test,dense,21862,43.841
test,hybrid,21862,443.514
test,bm25,21865,9.580
test,dense,21865,40.673
test,hybrid,21865,575.498
test,bm25,21872,9.355
test,dense,21872,41.924
test,hybrid,21872,752.736
test,bm25,21878,20.056
test,dense,21878,43.631
test,hybrid,21878,607.960
test,bm25,21915,10.470
test,dense,21915,64.688
test,hybrid,21915,469.640
test,bm25,21919,14.013
test,dense,21919,37.687
test,hybrid,21919,483.131
test,bm25,21940,13.356
test,dense,21940,38.482
test,hybrid,21940,390.723
test,bm25,21990,10.968
test,dense,21990,38.547
test,hybrid,21990,342.912
test,bm25,22060,17.599
test,dense,22060,45.752
test,hybrid,22060,590.006
test,bm25,22061,36.718
test,dense,22061,46.714
test,hybrid,22061,709.042
test,bm25,22065,45.882
test,dense,22065,44.156
test,hybrid,22065,506.620
test,bm25,22070,14.711
test,dense,22070,46.319
test,hybrid,22070,343.955
test,bm25,22074,45.001
test,dense,22074,40.930
test,hybrid,22074,631.368
test,bm25,22083,13.162
test,dense,22083,50.855
test,hybrid,22083,553.211
test,bm25,22127,8.222
test,dense,22127,39.909
test,hybrid,22127,341.194
test,bm25,2215,6.797
test,dense,2215,39.515
test,hybrid,2215,300.172
test,bm25,22161,13.743
test,dense,22161,40.564
test,hybrid,22161,570.004
test,bm25,22164,15.775
test,dense,22164,38.643
test,hybrid,22164,454.068
test,bm25,22166,9.411
test,dense,22166,37.109
test,hybrid,22166,790.385
test,bm25,22173,39.849
test,dense,22173,42.940
test,hybrid,22173,670.690
test,bm25,22191,11.700
test,dense,22191,48.537
test,hybrid,22191,799.970
test,bm25,22211,38.564
test,dense,22211,46.430
test,hybrid,22211,712.434
test,bm25,22215,60.469
test,dense,22215,42.408
test,hybrid,22215,601.737
test,bm25,22230,26.653
test,dense,22230,57.897
test,hybrid,22230,808.342
test,bm25,22268,15.678
test,dense,22268,43.127
test,hybrid,22268,309.952
test,bm25,22283,58.350
test,dense,22283,48.522
test,hybrid,22283,319.685
test,bm25,22359,17.672
test,dense,22359,43.884
test,hybrid,22359,294.164
test,bm25,2236,36.729
test,dense,2236,41.370
test,hybrid,2236,360.529
test,bm25,22360,14.281
test,dense,22360,44.340
test,hybrid,22360,600.404
test,bm25,22363,16.465
test,dense,22363,48.811
test,hybrid,22363,460.935
test,bm25,22391,11.012
test,dense,22391,38.620
test,hybrid,22391,702.674
test,bm25,22413,7.954
test,dense,22413,75.421
test,hybrid,22413,338.243
test,bm25,22414,14.020
test,dense,22414,58.715
test,hybrid,22414,628.522
test,bm25,22422,8.502
test,dense,22422,45.261
test,hybrid,22422,519.359
test,bm25,22429,12.707
test,dense,22429,41.430
test,hybrid,22429,397.554
test,bm25,22430,11.098
test,dense,22430,38.160
test,hybrid,22430,431.348
test,bm25,2244,17.411
test,dense,2244,36.932
test,hybrid,2244,657.463
test,bm25,22441,9.844
test,dense,22441,74.383
test,hybrid,22441,559.041
test,bm25,22472,18.397
test,dense,22472,64.114
test,hybrid,22472,725.723
test,bm25,22488,6.758
test,dense,22488,47.530
test,hybrid,22488,534.057
test,bm25,22491,8.724
test,dense,22491,42.022
test,hybrid,22491,702.370
test,bm25,2251,30.056
test,dense,2251,51.285
test,hybrid,2251,603.858
test,bm25,22511,19.272
test,dense,22511,41.009
test,hybrid,22511,377.238
test,bm25,22513,58.447
test,dense,22513,41.898
test,hybrid,22513,675.092
test,bm25,22533,44.055
test,dense,22533,67.200
test,hybrid,22533,427.516
test,bm25,22534,37.529
test,dense,22534,58.410
test,hybrid,22534,343.155
test,bm25,22547,10.856
test,dense,22547,38.884
test,hybrid,22547,622.706
test,bm25,22548,33.349
test,dense,22548,44.897
test,hybrid,22548,311.175
test,bm25,22553,12.886
test,dense,22553,40.584
test,hybrid,22553,371.780
test,bm25,22554,15.152
test,dense,22554,44.496
test,hybrid,22554,439.070
test,bm25,22562,22.860
test,dense,22562,38.659
test,hybrid,22562,430.821
test,bm25,22569,15.376
test,dense,22569,38.445
test,hybrid,22569,707.340
test,bm25,2257,30.235
test,dense,2257,46.987
test,hybrid,2257,568.330
test,bm25,22570,43.584
test,dense,22570,69.036
test,hybrid,22570,445.303
test,bm25,22591,12.928
test,dense,22591,42.867
test,hybrid,22591,516.862
test,bm25,226,39.232
test,dense,226,44.385
test,hybrid,226,674.265
test,bm25,22612,6.840
test,dense,22612,55.577
test,hybrid,22612,311.761
test,bm25,22639,20.906
test,dense,22639,48.027
test,hybrid,22639,558.402
test,bm25,22649,8.734
test,dense,22649,43.756
test,hybrid,22649,386.309
test,bm25,22658,18.439
test,dense,22658,38.739
test,hybrid,22658,590.724
test,bm25,2269,13.547
test,dense,2269,42.513
test,hybrid,2269,482.509
test,bm25,22708,37.652
test,dense,22708,43.934
test,hybrid,22708,454.622
test,bm25,22712,15.335
test,dense,22712,38.441
test,hybrid,22712,505.597
test,bm25,22753,21.836
test,dense,22753,115.552
test,hybrid,22753,414.155
test,bm25,22801,39.451
test,dense,22801,43.356
test,hybrid,22801,721.921
test,bm25,22810,18.409
test,dense,22810,43.165
test,hybrid,22810,582.485
test,bm25,22824,66.740
test,dense,22824,44.261
test,hybrid,22824,408.069
test,bm25,22845,34.023
test,dense,22845,38.801
test,hybrid,22845,545.394
test,bm25,22851,15.971
test,dense,22851,42.461
test,hybrid,22851,645.660
test,bm25,2286,12.334
test,dense,2286,44.180
test,hybrid,2286,707.975
test,bm25,22863,10.040
test,dense,22863,55.786
test,hybrid,22863,680.138
test,bm25,22889,38.645
test,dense,22889,48.453
test,hybrid,22889,363.141
test,bm25,22892,21.144
test,dense,22892,37.145
test,hybrid,22892,604.802
test,bm25,229,22.451
test,dense,229,72.101
test,hybrid,229,650.266
test,bm25,2292,16.133
test,dense,2292,41.111
test,hybrid,2292,641.038
test,bm25,22922,22.787
test,dense,22922,49.889
test,hybrid,22922,463.455
test,bm25,22936,7.999
test,dense,22936,40.394
test,hybrid,22936,722.248
test,bm25,22969,36.673
test,dense,22969,48.887
test,hybrid,22969,655.534
test,bm25,230,54.619
test,dense,230,50.944
test,hybrid,230,588.699
test,bm25,23013,11.100
test,dense,23013,38.030
test,hybrid,23013,818.565
test,bm25,23017,13.176
test,dense,23017,103.773
test,hybrid,23017,813.835
test,bm25,23021,11.135
test,dense,23021,43.878
test,hybrid,23021,707.543
test,bm25,2303,40.553
test,dense,2303,42.849
test,hybrid,2303,593.640
test,bm25,23033,11.699
test,dense,23033,69.843
test,hybrid,23033,515.065
test,bm25,23051,9.843
test,dense,23051,37.541
test,hybrid,23051,668.048
test,bm25,23075,19.794
test,dense,23075,45.753
test,hybrid,23075,542.846
test,bm25,23148,6.556
test,dense,23148,40.418
test,hybrid,23148,275.247
test,bm25,23173,14.309
test,dense,23173,44.149
test,hybrid,23173,353.273
test,bm25,23181,9.121
test,dense,23181,40.613
test,hybrid,23181,315.976
test,bm25,23184,46.229
test,dense,23184,41.085
test,hybrid,23184,348.683
test,bm25,23189,9.350
test,dense,23189,43.833
test,hybrid,23189,294.404
test,bm25,23190,40.972
test,dense,23190,45.475
test,hybrid,23190,509.228
test,bm25,23192,11.328
test,dense,23192,37.867
test,hybrid,23192,447.757
test,bm25,23196,9.327
test,dense,23196,37.211
test,hybrid,23196,301.316
test,bm25,23211,7.831
test,dense,23211,44.638
test,hybrid,23211,237.337
test,bm25,2322,26.396
test,dense,2322,46.488
test,hybrid,2322,374.954
test,bm25,23230,26.376
test,dense,23230,42.248
test,hybrid,23230,621.674
test,bm25,23234,8.232
test,dense,23234,50.791
test,hybrid,23234,313.153
test,bm25,23235,11.074
test,dense,23235,40.426
test,hybrid,23235,275.666
test,bm25,23242,8.713
test,dense,23242,46.259
test,hybrid,23242,463.364
test,bm25,23250,7.430
test,dense,23250,35.246
test,hybrid,23250,311.549
test,bm25,23251,14.025
test,dense,23251,41.950
test,hybrid,23251,378.952
test,bm25,23252,50.123
test,dense,23252,44.516
test,hybrid,23252,740.299
test,bm25,23260,5.397
test,dense,23260,52.241
test,hybrid,23260,257.374
test,bm25,2331,18.610
test,dense,2331,44.862
test,hybrid,2331,543.529
test,bm25,23320,12.403
test,dense,23320,40.611
test,hybrid,23320,527.508
test,bm25,23337,8.735
test,dense,23337,48.860
test,hybrid,23337,380.573
test,bm25,23347,13.130
test,dense,23347,38.271
test,hybrid,23347,684.695
test,bm25,2337,14.852
test,dense,2337,42.690
test,hybrid,2337,592.725
test,bm25,23376,54.852
test,dense,23376,51.530
test,hybrid,23376,306.074
test,bm25,23396,27.514
test,dense,23396,39.097
test,hybrid,23396,417.021
test,bm25,23397,15.706
test,dense,23397,35.929
test,hybrid,23397,401.140
test,bm25,2341,15.701
test,dense,2341,38.074
test,hybrid,2341,661.509
test,bm25,23410,8.485
test,dense,23410,59.604
test,hybrid,23410,297.485
test,bm25,23414,7.341
test,dense,23414,36.165
test,hybrid,23414,224.587
test,bm25,23433,5.855
test,dense,23433,47.728
test,hybrid,23433,221.509
test,bm25,2345,24.935
test,dense,2345,61.811
test,hybrid,2345,781.829
test,bm25,23450,11.356
test,dense,23450,43.772
test,hybrid,23450,486.062
test,bm25,23454,30.385
test,dense,23454,41.256
test,hybrid,23454,406.866
test,bm25,2351,19.303
test,dense,2351,45.081
test,hybrid,2351,509.481
test,bm25,2352,15.273
test,dense,2352,41.980
test,hybrid,2352,372.785
test,bm25,23553,41.756
test,dense,23553,41.245
test,hybrid,23553,521.040
test,bm25,23564,42.383
test,dense,23564,42.393
test,hybrid,23564,543.436
test,bm25,23588,34.515
test,dense,23588,55.251
test,hybrid,23588,464.373
test,bm25,2359,42.279
test,dense,2359,43.141
test,hybrid,2359,407.727
test,bm25,23600,34.153
test,dense,23600,36.195
test,hybrid,23600,611.248
test,bm25,23601,7.265
test,dense,23601,88.048
test,hybrid,23601,317.496
test,bm25,23603,34.111
test,dense,23603,46.120
test,hybrid,23603,770.007
test,bm25,23605,17.294
test,dense,23605,47.458
test,hybrid,23605,441.278
test,bm25,23631,30.642
test,dense,23631,38.204
test,hybrid,23631,438.211
test,bm25,23635,9.299
test,dense,23635,37.747
test,hybrid,23635,262.413
test,bm25,23648,58.387
test,dense,23648,42.208
test,hybrid,23648,907.899
test,bm25,23660,7.021
test,dense,23660,40.675
test,hybrid,23660,264.967
test,bm25,23683,37.873
test,dense,23683,46.239
test,hybrid,23683,484.276
test,bm25,23692,10.900
test,dense,23692,56.543
test,hybrid,23692,473.729
test,bm25,23694,21.910
test,dense,23694,38.907
test,hybrid,23694,486.075
test,bm25,23701,39.771
test,dense,23701,38.633
test,hybrid,23701,498.289
test,bm25,23704,7.273
test,dense,23704,40.926
test,hybrid,23704,304.426
test,bm25,23734,36.327
test,dense,23734,42.561
test,hybrid,23734,603.633
test,bm25,23735,13.087
test,dense,23735,50.365
test,hybrid,23735,406.515
test,bm25,2374,30.446
test,dense,2374,38.143
test,hybrid,2374,633.857
test,bm25,23743,10.443
test,dense,23743,63.511
test,hybrid,23743,573.523
test,bm25,23744,29.464
test,dense,23744,42.781
test,hybrid,23744,615.457
test,bm25,23749,11.787
test,dense,23749,55.629
test,hybrid,23749,531.290
test,bm25,23755,32.651
test,dense,23755,51.005
test,hybrid,23755,364.050
test,bm25,23775,22.774
test,dense,23775,39.121
test,hybrid,23775,519.040
test,bm25,23816,15.340
test,dense,23816,37.296
test,hybrid,23816,614.592
test,bm25,23817,8.854
test,dense,23817,43.120
test,hybrid,23817,545.231
test,bm25,23820,10.399
test,dense,23820,46.311
test,hybrid,23820,527.197
test,bm25,23831,43.542
test,dense,23831,57.652
test,hybrid,23831,544.988
test,bm25,23832,12.394
test,dense,23832,40.509
test,hybrid,23832,652.874
test,bm25,23851,41.927
test,dense,23851,54.870
test,hybrid,23851,618.647
test,bm25,23853,7.577
test,dense,23853,65.859
test,hybrid,23853,547.619
test,bm25,23856,8.297
test,dense,23856,45.769
test,hybrid,23856,580.004
test,bm25,23868,7.348
test,dense,23868,53.871
test,hybrid,23868,557.925
test,bm25,23883,10.743
test,dense,23883,53.351
test,hybrid,23883,554.186
test,bm25,23895,8.070
test,dense,23895,47.558
test,hybrid,23895,402.309
test,bm25,23896,11.965
test,dense,23896,39.165
test,hybrid,23896,554.990
test,bm25,23897,9.651
test,dense,23897,44.310
test,hybrid,23897,651.199
test,bm25,2390,11.442
test,dense,2390,52.285
test,hybrid,2390,791.364
test,bm25,23909,21.028
test,dense,23909,54.040
test,hybrid,23909,438.361
test,bm25,23969,20.389
test,dense,23969,38.496
test,hybrid,23969,572.243
test,bm25,2397,12.940
test,dense,2397,43.643
test,hybrid,2397,556.812
test,bm25,2400,8.398
test,dense,2400,65.011
test,hybrid,2400,525.850
test,bm25,24008,8.733
test,dense,24008,44.125
test,hybrid,24008,431.379
test,bm25,24014,9.903
test,dense,24014,35.163
test,hybrid,24014,562.519
test,bm25,24026,9.087
test,dense,24026,44.016
test,hybrid,24026,663.784
test,bm25,24036,31.213
test,dense,24036,45.024
test,hybrid,24036,642.536
test,bm25,24065,37.743
test,dense,24065,43.875
test,hybrid,24065,517.492
test,bm25,24076,11.375
test,dense,24076,41.748
test,hybrid,24076,622.888
test,bm25,24077,9.030
test,dense,24077,67.949
test,hybrid,24077,700.953
test,bm25,24080,30.202
test,dense,24080,53.163
test,hybrid,24080,400.148
test,bm25,24082,9.397
test,dense,24082,38.962
test,hybrid,24082,504.584
test,bm25,24141,50.266
test,dense,24141,46.115
test,hybrid,24141,439.175
test,bm25,24144,11.844
test,dense,24144,37.188
test,hybrid,24144,395.480
test,bm25,24186,9.227
test,dense,24186,38.941
test,hybrid,24186,568.747
test,bm25,2421,11.070
test,dense,2421,64.279
test,hybrid,2421,471.981
test,bm25,24220,9.812
test,dense,24220,39.719
test,hybrid,24220,346.151
test,bm25,24226,7.358
test,dense,24226,38.292
test,hybrid,24226,341.998
test,bm25,24233,8.457
test,dense,24233,37.353
test,hybrid,24233,732.218
test,bm25,24252,55.155
test,dense,24252,45.828
test,hybrid,24252,337.664
test,bm25,24272,23.445
test,dense,24272,37.268
test,hybrid,24272,352.426
test,bm25,24312,7.281
test,dense,24312,39.644
test,hybrid,24312,419.082
test,bm25,24313,8.307
test,dense,24313,37.877
test,hybrid,24313,480.071
test,bm25,24316,49.043
test,dense,24316,41.197
test,hybrid,24316,507.161
test,bm25,24317,14.071
test,dense,24317,46.298
test,hybrid,24317,356.314
test,bm25,24321,14.365
test,dense,24321,41.021
test,hybrid,24321,417.020
test,bm25,24377,19.548
test,dense,24377,37.724
test,hybrid,24377,727.277
test,bm25,24380,8.050
test,dense,24380,118.985
test,hybrid,24380,607.127
test,bm25,24387,18.079
test,dense,24387,51.216
test,hybrid,24387,292.432
test,bm25,24390,18.094
test,dense,24390,37.860
test,hybrid,24390,577.935
test,bm25,24402,7.804
test,dense,24402,38.847
test,hybrid,24402,659.740
test,bm25,2449,19.290
test,dense,2449,53.824
test,hybrid,2449,594.717
test,bm25,24499,18.313
test,dense,24499,72.431
test,hybrid,24499,603.780
test,bm25,24501,10.076
test,dense,24501,45.869
test,hybrid,24501,550.405
test,bm25,24504,9.863
test,dense,24504,45.040
test,hybrid,24504,414.217
test,bm25,24534,29.660
test,dense,24534,40.166
test,hybrid,24534,532.912
test,bm25,24535,11.247
test,dense,24535,43.691
test,hybrid,24535,429.347
test,bm25,24538,19.405
test,dense,24538,42.788
test,hybrid,24538,769.071
test,bm25,24560,12.572
test,dense,24560,42.501
test,hybrid,24560,678.060
test,bm25,24571,37.735
test,dense,24571,43.907
test,hybrid,24571,678.897
test,bm25,24597,39.839
test,dense,24597,48.670
test,hybrid,24597,561.214
test,bm25,24612,13.182
test,dense,24612,79.283
test,hybrid,24612,678.789
test,bm25,24617,6.820
test,dense,24617,53.995
test,hybrid,24617,464.939
test,bm25,24620,31.349
test,dense,24620,41.102
test,hybrid,24620,571.020
test,bm25,24621,12.991
test,dense,24621,69.810
test,hybrid,24621,761.511
test,bm25,24652,15.091
test,dense,24652,40.773
test,hybrid,24652,399.246
test,bm25,24657,6.989
test,dense,24657,37.493
test,hybrid,24657,250.102
test,bm25,24666,37.869
test,dense,24666,45.955
test,hybrid,24666,761.038
test,bm25,24668,8.770
test,dense,24668,46.932
test,hybrid,24668,351.396
test,bm25,24681,8.159
test,dense,24681,43.850
test,hybrid,24681,354.862
test,bm25,24697,8.274
test,dense,24697,37.304
test,hybrid,24697,452.426
test,bm25,247,13.544
test,dense,247,34.868
test,hybrid,247,465.201
test,bm25,2471,32.890
test,dense,2471,44.342
test,hybrid,2471,514.756
test,bm25,24714,9.632
test,dense,24714,40.401
test,hybrid,24714,360.936
test,bm25,24716,22.018
test,dense,24716,39.282
test,hybrid,24716,452.740
test,bm25,24728,17.272
test,dense,24728,35.392
test,hybrid,24728,453.926
test,bm25,24804,21.664
test,dense,24804,39.438
test,hybrid,24804,405.837
test,bm25,24806,6.687
test,dense,24806,38.399
test,hybrid,24806,285.558
test,bm25,24813,46.113
test,dense,24813,53.404
test,hybrid,24813,480.299
test,bm25,24831,13.631
test,dense,24831,35.731
test,hybrid,24831,730.060
test,bm25,24843,29.701
test,dense,24843,44.251
test,hybrid,24843,586.065
test,bm25,24870,42.971
test,dense,24870,69.216
test,hybrid,24870,573.360
test,bm25,24935,7.584
test,dense,24935,41.390
test,hybrid,24935,469.265
test,bm25,24945,11.002
test,dense,24945,38.275
test,hybrid,24945,408.508
test,bm25,24946,7.677
test,dense,24946,36.904
test,hybrid,24946,327.791
test,bm25,25005,29.769
test,dense,25005,47.504
test,hybrid,25005,554.596
test,bm25,25019,13.959
test,dense,25019,41.290
test,hybrid,25019,411.483
test,bm25,25024,13.357
test,dense,25024,37.541
test,hybrid,25024,342.282
test,bm25,25035,17.100
test,dense,25035,38.675
test,hybrid,25035,423.421
test,bm25,25040,20.002
test,dense,25040,42.534
test,hybrid,25040,351.068
test,bm25,25050,8.629
test,dense,25050,38.417
test,hybrid,25050,480.594
test,bm25,25056,10.556
test,dense,25056,38.587
test,hybrid,25056,354.989
test,bm25,25064,12.694
test,dense,25064,36.343
test,hybrid,25064,428.539
test,bm25,25081,35.621
test,dense,25081,38.931
test,hybrid,25081,630.682
test,bm25,25088,34.565
test,dense,25088,47.695
test,hybrid,25088,663.835
test,bm25,25103,7.979
test,dense,25103,51.509
test,hybrid,25103,341.139
test,bm25,25132,13.124
test,dense,25132,45.076
test,hybrid,25132,675.811
test,bm25,25136,10.665
test,dense,25136,49.677
test,hybrid,25136,544.467
test,bm25,25172,14.872
test,dense,25172,41.605
test,hybrid,25172,620.180
test,bm25,25197,7.440
test,dense,25197,46.936
test,hybrid,25197,507.252
test,bm25,25216,7.617
test,dense,25216,52.909
test,hybrid,25216,337.033
test,bm25,25222,11.011
test,dense,25222,39.215
test,hybrid,25222,612.316
test,bm25,25229,32.520
test,dense,25229,52.849
test,hybrid,25229,660.746
test,bm25,25230,6.685
test,dense,25230,45.920
test,hybrid,25230,600.870
test,bm25,25238,33.039
test,dense,25238,45.550
test,hybrid,25238,670.278
test,bm25,2524,39.181
test,dense,2524,55.643
test,hybrid,2524,397.119
test,bm25,25242,7.343
test,dense,25242,34.252
test,hybrid,25242,562.613
test,bm25,2526,18.033
test,dense,2526,34.051
test,hybrid,2526,498.924
test,bm25,25263,31.447
test,dense,25263,82.406
test,hybrid,25263,607.463
test,bm25,25265,7.804
test,dense,25265,34.273
test,hybrid,25265,531.262
test,bm25,25267,10.966
test,dense,25267,35.005
test,hybrid,25267,443.825
test,bm25,25286,33.314
test,dense,25286,37.699
test,hybrid,25286,543.974
test,bm25,25288,43.910
test,dense,25288,55.930
test,hybrid,25288,789.005
test,bm25,25315,7.832
test,dense,25315,33.813
test,hybrid,25315,352.136
test,bm25,25329,6.251
test,dense,25329,32.037
test,hybrid,25329,316.308
test,bm25,25361,22.832
test,dense,25361,39.177
test,hybrid,25361,279.822
test,bm25,25370,9.399
test,dense,25370,32.977
test,hybrid,25370,409.883
test,bm25,25383,12.849
test,dense,25383,32.671
test,hybrid,25383,352.240
test,bm25,25385,7.320
test,dense,25385,36.297
test,hybrid,25385,317.925
test,bm25,25391,5.146
test,dense,25391,34.022
test,hybrid,25391,168.787
test,bm25,25394,8.115
test,dense,25394,33.698
test,hybrid,25394,222.911
test,bm25,25403,11.266
test,dense,25403,36.369
test,hybrid,25403,484.768
test,bm25,25406,7.109
test,dense,25406,32.836
test,hybrid,25406,221.587
test,bm25,25419,9.320
test,dense,25419,32.484
test,hybrid,25419,283.381
test,bm25,2542,20.617
test,dense,2542,33.553
test,hybrid,2542,268.432
test,bm25,25421,6.243
test,dense,25421,34.670
test,hybrid,25421,159.518
test,bm25,25426,11.578
test,dense,25426,34.519
test,hybrid,25426,393.586
test,bm25,25427,5.001
test,dense,25427,32.721
test,hybrid,25427,210.741
test,bm25,25435,22.508
test,dense,25435,35.022
test,hybrid,25435,249.231
test,bm25,25437,6.155
test,dense,25437,32.176
test,hybrid,25437,569.582
test,bm25,25441,10.045
test,dense,25441,32.728
test,hybrid,25441,273.015
test,bm25,25458,6.594
test,dense,25458,32.509
test,hybrid,25458,196.944
test,bm25,25497,29.604
test,dense,25497,33.117
test,hybrid,25497,495.134
test,bm25,25506,7.766
test,dense,25506,33.348
test,hybrid,25506,266.170
test,bm25,25513,19.175
test,dense,25513,36.415
test,hybrid,25513,440.636
test,bm25,25516,6.400
test,dense,25516,32.505
test,hybrid,25516,280.650
test,bm25,25531,8.672
test,dense,25531,33.439
test,hybrid,25531,536.511
test,bm25,25536,9.615
test,dense,25536,32.305
test,hybrid,25536,349.525
test,bm25,25548,8.212
test,dense,25548,33.433
test,hybrid,25548,339.369
test,bm25,25555,9.944
test,dense,25555,32.741
test,hybrid,25555,484.024
test,bm25,25566,29.687
test,dense,25566,32.197
test,hybrid,25566,307.417
test,bm25,25591,6.488
test,dense,25591,37.015
test,hybrid,25591,144.039
test,bm25,25612,8.918
test,dense,25612,38.552
test,hybrid,25612,624.333
test,bm25,25613,8.156
test,dense,25613,33.491
test,hybrid,25613,402.451
test,bm25,25614,9.239
test,dense,25614,32.907
test,hybrid,25614,380.488
test,bm25,25619,6.326
test,dense,25619,32.816
test,hybrid,25619,136.128
test,bm25,25625,11.603
test,dense,25625,33.229
test,hybrid,25625,160.281
test,bm25,25626,8.974
test,dense,25626,33.614
test,hybrid,25626,322.991
test,bm25,25627,31.679
test,dense,25627,32.679
test,hybrid,25627,463.118
test,bm25,25650,6.152
test,dense,25650,31.466
test,hybrid,25650,180.720
test,bm25,25663,8.128
test,dense,25663,39.979
test,hybrid,25663,356.191
test,bm25,25674,10.529
test,dense,25674,33.078
test,hybrid,25674,615.046
test,bm25,25694,7.025
test,dense,25694,32.783
test,hybrid,25694,334.472
test,bm25,25712,8.403
test,dense,25712,36.247
test,hybrid,25712,394.696
test,bm25,25721,7.654
test,dense,25721,35.348
test,hybrid,25721,394.707
test,bm25,2574,37.736
test,dense,2574,39.236
test,hybrid,2574,475.120
test,bm25,25740,5.915
test,dense,25740,33.962
test,hybrid,25740,428.090
test,bm25,25742,6.150
test,dense,25742,33.720
test,hybrid,25742,453.469
test,bm25,2579,18.711
test,dense,2579,32.993
test,hybrid,2579,454.643
test,bm25,25797,7.572
test,dense,25797,35.564
test,hybrid,25797,444.978
test,bm25,25820,9.040
test,dense,25820,33.195
test,hybrid,25820,217.097
test,bm25,25831,13.672
test,dense,25831,63.255
test,hybrid,25831,318.605
test,bm25,25843,29.448
test,dense,25843,39.823
test,hybrid,25843,543.110
test,bm25,25856,14.222
test,dense,25856,36.492
test,hybrid,25856,510.081
test,bm25,25864,24.272
test,dense,25864,33.117
test,hybrid,25864,594.907
test,bm25,25881,34.614
test,dense,25881,36.150
test,hybrid,25881,639.358
test,bm25,25910,10.699
test,dense,25910,40.923
test,hybrid,25910,579.908
test,bm25,25924,52.353
test,dense,25924,63.642
test,hybrid,25924,349.710
test,bm25,25934,13.736
test,dense,25934,38.972
test,hybrid,25934,401.148
test,bm25,25946,14.932
test,dense,25946,37.225
test,hybrid,25946,492.247
test,bm25,25964,11.046
test,dense,25964,38.723
test,hybrid,25964,574.404
test,bm25,25971,13.235
test,dense,25971,50.867
test,hybrid,25971,453.163
test,bm25,25972,42.114
test,dense,25972,40.875
test,hybrid,25972,335.065
test,bm25,26011,12.949
test,dense,26011,36.580
test,hybrid,26011,553.482
test,bm25,26017,17.537
test,dense,26017,44.864
test,hybrid,26017,694.892
test,bm25,2603,21.493
test,dense,2603,43.358
test,hybrid,2603,544.857
test,bm25,26036,25.193
test,dense,26036,46.625
test,hybrid,26036,639.291
test,bm25,26054,22.268
test,dense,26054,47.246
test,hybrid,26054,411.238
test,bm25,26055,46.687
test,dense,26055,39.409
test,hybrid,26055,423.131
test,bm25,26057,15.524
test,dense,26057,37.203
test,hybrid,26057,572.411
test,bm25,2606,17.210
test,dense,2606,56.466
test,hybrid,2606,636.212
test,bm25,26071,18.654
test,dense,26071,51.099
test,hybrid,26071,372.625
test,bm25,26077,14.973
test,dense,26077,41.587
test,hybrid,26077,401.063
test,bm25,26098,12.355
test,dense,26098,36.970
